Telegram Update ID,Telegram Chatroom ID,Telegram Chatroom Name,Telegram Message ID,Contributor Name,Project Name,Contribution Made,Rubric classification,TDGs Provisioned,Status,"TDGs Issued
(reviewed by Governor) ",Status date,"Main Ledger 
Line Number",Scoring Hash Key,Telegram File IDs,Edgar Signature Verification,External API call status,External API call response
Edgar_20251008163435_119,-1002190388985,Edgar Direct,Edgar_20251008163435_120,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: Registration of USA FDA facility number
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: fda.pdf
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251008163433_gary_teh_fda.pdf
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: d+uwG1ogZMHn1zmG6njLXaIAiaTNh67ixr6cjnxmFWlwqK+I0OZCX6qYPY0nAt/yPTrPKtCv25DH/Lkd+0UXfpwwdlEZgFfk4tZbgnGZgehAiwBElL1eGp3+eFq8aN/ZChsJpEMPjkVpIoIiRJO50ABKVPmBFWMjRbbogyoC9yM6vSzKOx43GZrG05c4V+WETNR+QMn12ktL4cyJn7zY2FwCF7XCNdMSJkP2JCbawzWs+7QbupOPvdbaZcSaxszddHRMeM6TUmyHKz45kEgsWL9iTpNBM3E+/ya57fVqiS0H+UOSCq1/nTX/MI4xyJFnMenhtFFIFAQiwLU/6hcxLQ==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251008,,l6yqhnI3k3wgQcGwu/l5,,success,,
Edgar_20251008163502_121,-1002190388985,Edgar Direct,Edgar_20251008163502_122,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 60
- Description: Issue of FDA prior notice
- Contributor(s): Gary Teh
- TDG Issued: 100.00
- Attached Filename: 20251008_fda_prior_notice.pdf
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251008163502_gary_teh_20251008_fda_prior_notice.pdf
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: S/59GXJmZngoSKVjoeMxD/Io6bvWCulqkzVFdvE5yx2Fffespw5R6pdY22eWYN3tAn1w2Cr9O8FODK9/fWjBX9kpcQ7u+okR5nM0wIPTWTTezydaNmpBiBjg1tqeSKkpXIThqdMl+OHVa00zMO3MA7KQrNiMpdO8gGs4GBxgXueBttjZpKmYgt1RH01eX+/9YDTougt0urGj5SBCvm0HScTpPmtLo67AAbcVnft+pE+dQUFK0KJOzF6gWnpB+pvp+6qdCCbVQNDi1glx5rpSPDBQTkfsQMk2n1GHoIibr3pZzI5YPI2doKLqzqgtyRDkIOol7BChRuKrFanYH1CESQ==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251008,,EU+Zcm378TIpRBjCaBSU,,success,,
Edgar_20251008163523_123,-1002190388985,Edgar Direct,Edgar_20251008163523_124,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: Issue of commercial invoice
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: 20251008_commercial_invoice_cacao.pdf
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251008163522_gary_teh_20251008_commercial_invoice_cacao.pdf
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: 5kYWLWmukUR8kPVDm1zXBdeUsprInh/3553sOcjqCQv3FBPK6bf/k9BRWt2q/RQvzjGbwNHpsXj+wSooz7CVER5Ixvb7xqY3OdqljzE/BMKNtTv9I8Ty/GGcf2QpL5MFeWybZemMIo8a7JyFZOcMsI0ZznxkIdWQQeDo5uXMWPaNGYpZ5+xHVKIzu8aVKMRZ1lqybDIKGVbhNsJNlegCr1usHhL2Atwo8YIHTfrlRW+K5QyrXe06B46Jc4Ggt8t6XdbqNIQ3SJ7KKsAlWVSmFx+gdMJi8SlKsu0J6WmutEi+Dczfy2VMUrEe7BIAOE7DG3zE8ilVbRQCJV+kttFpDQ==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251008,,B3xLnm9n1nPJmhmh/8wX,,success,,
Edgar_20251008172318_125,-1002190388985,Edgar Direct,Edgar_20251008172318_126,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: Automated the generation of references and testimonials for members seeking testimonials or references when applying to new companies https://github.com/TrueSightDAO/tokenomics/tree/main/python_scripts/reference_and_testimonials
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: OqjQuMc6GIjBP8uEjDvrgtIPCe7nfil4/5nFthZqNezOXTllE6GPmkNZhrsg3SL5zLl7WupeI56ak47QJeWYlF9Dpswtc5qNM3JndodPU+WnkP2LUUqW2Kfjuv4yV1h9UBChwcEAI5SMbK5xTnCm7ceFzBsN4wlANy+8vW2Ns0HVjgpZ79upJIAA2lSGNlAppL6mE0c5I0+c9/Xq4JVho911RyC6ysS1viBVwu3zStrSLyRkvaAL6BhSRIBuD33HdwMFe2cOYDLXFn3USBJk6lWlT4qes5kAkeX6bHnN7uYQXdiWUMyu2ONavmcTaTiVqtp1uJI7eLDpZ+Cw4080pg==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251008,,Y1VzRSErb1dIO+jToKTT,,success,,
Edgar_20251008175334_127,-1002190388985,Edgar Direct,Edgar_20251008175334_128,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: Via this approach was able to extend Edgar to handle direct capital injections into the various ledgers in under 30 minutes https://github.com/TrueSightDAO/tokenomics/commit/915e961f851ac49d0d50ab103e5a981be8611b56
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: luUjmkp93P+S9hg1zh5VuHHGgY018CyryG0hdkp0+xLWpjmbC+macgXKnSXlYz5VaJDYxScJJU1yk4y5CRFT5HMFtrTo6sCff9pmIw/1vZ/7o6OlG7ZDGDB3f5r6mAKbLzMJDj9NZa/jkaTH1XyBClVyOcAI4Gy2nJNghXeWvzjywQZvGzAuBInBg9sTGLeMj6bdzbKS5iYWYXJ+WfiexZSXlLHomRRn7fWmoy+GP8WJMINBX4zYqQWFhoKt04NRlF0Dnik//mscrXQ0E31uwJ0r3H724otQUDv7/QtKWCMqH4/SKzAONlZYMR+GRMiD4Nkl14BZXoH9355PaDqW8w==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251008,,0fmz0Htcmbe12Os+6fDY,,success,,
Edgar_20251009210412_129,-1002190388985,Edgar Direct,Edgar_20251009210412_130,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 10
- Description: Shared the instructions on how to turn cacao beans into cacao butter
- Contributor(s): Gary Teh
- TDG Issued: 16.67
- Attached Filename: IMG_3075.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251009210409_gary_teh_img_3075.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: f3/TI8xYNa5oT94qbc8f5q3Yk2T3x4c7HocLQ/o6WlKkq9gVXUsUPKs7dnTtaaXwBGX4r0DD6RPoLX7XZP13RZhSF59a0YdbYF4f/th3YWKtte0i0oLQypo5Td6GFWDDtc7C+5vFhOQoKnooHLocupSDSWwf1vzAOIOe02AfkjyaVtjz8bOOiyPRk9LKweezhYD335MVbhiQNdwOpuaqs8GCuTyZiybx4OMCoRhXkOP/U+yeyQMDceduFDsJoQ0L6xSxyT8ub3UGN/NLOOcieLb733j6YYjPMWSZA6+qnIUQFekgwfQA0n1Uip9AC0xBldyhS0KfIEedtI/IMGIh2A==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251009,,0p30S6ZBDjtqe7jpbxpz,,success,,
Edgar_20251009223022_131,-1002190388985,Edgar Direct,Edgar_20251009223022_132,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: Updated our content marketing schedule on Instagram to map to Instagram timing suggestions, Tuesday, Thursdays and Fridays between 12-3pm PST https://agroverse.shop/content-schedule
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: UULVZgA2qIEl+S4FWuFjEnnnOIMwzSAaU/5evjGePHYqsRyd3Hxja9lYvQ7gnzDS7FTq4fT/CpguCnqPooUMcTBhvK1XGmhLVLLJBCBIhvIc0EMERsCmFgrhkKxMmJUkFAiZHXUckCRfqXAos78k6Ab1Rh16KEbr6/NTJSsf9myGXIHEVkq2kftHIim58GE0jv3lgYOPP37sa2SHzxNsLzA6sE8rSZwPIZcH7ICyw363HCuIzcqcIwSH8xBoXlu2vDm0vD82JfguAPIbU5hfgcNN31gPNiWQdxB7sH7rhY8ag48Oqzf2Ma8D8CrngukGMX44bSzw8GECDyqdcGQjyw==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251009,,Sl9AvdsiQZoul7rXUQ9p,,success,,
Edgar_20251009224434_133,-1002190388985,Edgar Direct,Edgar_20251009224434_134,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: SCheduled fcfe5457 for the 14th of October after updating the caption
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: hFAPdXeE7REwy9sXTqhWHdlhoCwlhaXj6TbodsU4yjiNJI8ZJTU7QwJ/t3AoiHjGXRpHrsHpwur4mGPZMv9IZjVu9RlvflHsVf9TTo18OYT1BaZO6q6+WmKDvqQSNeelcPK4U6t1K2ATpjyMI6AvPkeAsIJVsQ6xX2CaZaHBYrnEfs3FrJ5kMxB9kHBSN2cnCdZZlwhXsY+pYjbJSEeMpkuECRSAhjPtY5LX7b8SBswNp/JlW4/N41wAeEpWDBvL+hdAUkh+r6TeahKWbgmc1vwfgnMMHWZHWxHDXrd4aGOYyDmK62zWzwSN4sNzeTmdZDvg9MuasxzUJQZaL2h0ag==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251009,,ro2OSIJ2mHMDjXZtfEiM,,success,,
Edgar_20251010055337_135,-1002190388985,Edgar Direct,Edgar_20251010055337_136,Edgar,,"[CONTRIBUTION EVENT]
- Type: USD
- Amount: 42.99
- Description: Lyft ride to my car
- Contributor(s): Gary Teh
- TDG Issued: 42.99
- Attached Filename: IMG_3107.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251010055336_gary_teh_img_3107.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: q8Ofggm3UbMMbkHx26vWdMygiIDNnoM0ICJewZp3Iivt5BL4L4xR33pneS7A2+HPZCCiqIr05JbW7COvUVcqATtSgKPKA2aQS5INNZM77zxy6Ia5GAZKqULNqpWBQkrO7LTo1yUSuD0s1dr4VfRbQMhBc+BrDvFRKuolPJ18cl9rWnHS4pbVFDu9/W0Dhrq7dICILimcq6trHmYEoa/Y+nhp62sM74ADf7rWs9MNy06cXcZGoq27vZsJJJh+Yi7HLnsOdlyFqBhkYDaiFTKaNqgz2oF5WpodSWnsdis6Vc4f7bgKhNSi6zvJ6YCxQv2tWxMkIb2wmgnZnnfHbov+LQ==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251010,,BZ/9ajoAKOR7y5Z6FUox,,success,,
Edgar_20251010091018_137,-1002190388985,Edgar Direct,Edgar_20251010091018_138,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 5
- Description: Spent time reaching out to Kirsten on artisanal chocolatiers buying behavior
- Contributor(s): Gary Teh
- TDG Issued: 8.33
- Attached Filename: IMG_3108.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251010091016_gary_teh_img_3108.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: mxGLF1wWzkPGAcCRE1K++8jNvQ7UfU1u9Nqqi1K406hMWI2fg7yWvjNvA5txV7X5Ud2NHepjDizOKIl6usobIyk2BvSmk87TYVcldCgthe019t530AKGcMEekGbGXQDVYMPhumHkz0JE+vsmZNgzPLHvRx5C3nmtG+AKCC8E29Hl5o5ks7xfX4T4Wx0IHHngi414YBhTo/LsPLNa7IsCjimcC9s+/ruZNnAIydazBrc0Zo2vyD4m2O7he7jApvFhQB6GRl6RmHAQ7KZQ0zjP1loot22bECYeVzYq1CzJiQtPShEQWQk7F31eBOWp5vIc1Xy/Slt/mvvnZt26bqQ40g==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251010,,FU7pUH8W2i5mylqFuFbB,,success,,
Edgar_20251011053322_139,-1002190388985,Edgar Direct,Edgar_20251011053322_140,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 10
- Description: Responded to community member questions https://m.facebook.com/story.php?story_fbid=pfbid028NSMyC5s5Y1anrNzDgPP3ycrHvJ96HHvew2Rk1FuNAfqMDqeLX6FAYD2gUJ73aYbl&id=590788071&mibextid=wwXIfr
- Contributor(s): Gary Teh
- TDG Issued: 16.67
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: e9oNSVvCN407l2R+XUGnFZHKHdRk9cK9uuXxiQJ9pekSI92zVBdDTHCr6uWEw9/Xf6mz3BgrjfnRu/4eH2Y4trKsxVpF0TRTNNSNf4xBraQPVzM969DOyJwm8u/ZcJYV902xl7hesywiIyVHMuWhehCVMOjgyWMFSzKZOVO099bh8NsuaT56sh3eLQ46FGV7ZY7r4JDsee2sQ5xbR7ZU/gCCMYS94gor13aZUx1RqFwteKFofRfS3FFJDwxJUYX7IxvBFriM/7GbOWsC8So8lXNXa/azPrZte8VTrvKxDrPy8rwWQIz/ZnFmJCE8G6DK+toC4GudPUIbYBCUVyfFXg==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251011,,dXvEX0ZLXiglBS56m/5r,,success,,
Edgar_20251011055502_141,-1002190388985,Edgar Direct,Edgar_20251011055502_142,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 90
- Description: https://github.com/TrueSightDAO/sentiment_importer/pull/947 fixed Edgar's data problem
- Contributor(s): Gary Teh
- TDG Issued: 150.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: cVAJG+Ab+KnLZe5Ih24i5bX8Kx0HVtJRzrxLhAY0PAVHr6DsuLloPON35JKy0Phtx7rxUakP1ZsAgy4jSpi+rlDw6lcYI3v2TnjxR1xa9xlnn+LrTNKEjKuxzNlo3WgDOs5MiaSWa01HljhcSOvVBPtQujEqtpfM9otjh2XqgeG3PRxcJ7BXWMTYUHxIO054igXUsnX05kxPLnHfYAeBrHCfDNSGoOL5rkhdhkeP+5PofMUN0tyQ3htagzjqXP1ykH4AfXBcOxAN7PHgRDIS3n9LeqBwA2CThzXZgCI1ZUS7pBquV4RJ4E0L8bAldsAfDAJT8+ONVQl6J6EHtZQeLQ==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251011,,vEJzB0QK3aB/F10Vsb3R,,success,,
Edgar_20251011060539_143,-1002190388985,Edgar Direct,Edgar_20251011060539_144,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 15
- Description: Schedule the following based on the feedbacks on our content in this post. https://agroverse.shop/content-schedule69c5a51c4949370d2a86ad104328aef3
- Contributor(s): Gary Teh
- TDG Issued: 25.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: XXSZXNWAjbtxtog+VsQpNuooEwlPnsv3C6fm875sNoWs3sl/Qqm1/R+LW3nwN1qUiycWbIDAHFSjOejIXuGiGfsR9njTeLQ5yW69SgHsaJCJ/cgTNkA9v48nPjvPZawzD8k1FJzJeNI9vXlgIvof3wE58+RmUsRs+E7/S9BN5ec2AnK0m1DuquOxycppbOEj38B2FTu6FtJZmstswTgUGl8QBnQjB+PrX275j5SeSTavoBQuYW7eUQD9uNa6oQfcmHZbmuHCGG1pguQLC63T7cbav/+AH9ylNHrIW48Uf+bLSUBMG57fYt3ULj+gf82K9VDJk/EoY3H4K7UuuvKmYg==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251011,,qYBc+ZWoH6AFc1YmSFHb,,success,,
